subject,time_spent,recall_score,previous_interval,next_study_interval
Geography,57.43,2.01,5.23,11.41
Biology,46.97,3.59,3.61,8.84
Math,16.11,4.75,10.27,26.48
Chemistry,91.99,3.64,5.0,12.27
History,74.06,5.0,0.24,1.0
Chemistry,70.66,4.83,3.75,9.7
Literature,63.31,4.28,2.3,5.82
Physics,32.36,3.57,0.05,1.0
Chemistry,50.33,3.52,0.87,2.12
Physics,76.84,4.26,7.64,19.33
Chemistry,38.98,3.11,7.81,18.57
Math,9.36,1.62,4.81,1.0
Math,55.46,3.99,12.02,30.04
Geography,57.16,2.37,4.93,11.1
Math,62.71,2.54,0.03,1.0
Geography,74.57,3.5,1.02,2.48
Math,72.75,3.4,0.09,1.0
Math,65.18,2.09,0.3,1.0
Math,83.91,3.67,0.74,1.82
Physics,29.62,4.47,2.1,5.36
History,70.09,2.37,5.64,12.7
Geography,72.53,4.77,5.94,15.33
Chemistry,35.21,1.94,2.87,1.0
Math,29.94,5.0,7.9,20.54
Physics,45.08,3.09,2.08,4.94
Physics,46.77,3.65,6.6,16.21
Physics,75.07,1.61,1.82,1.0
Geography,47.71,3.44,0.97,2.35
History,42.87,3.73,7.45,18.37
Geography,47.77,3.41,1.47,3.56
Chemistry,82.37,2.94,2.1,4.94
History,60.26,2.55,1.2,2.74
Biology,56.41,4.63,3.26,8.37
CS,57.8,3.53,15.91,38.81
Physics,85.84,5.0,0.08,1.0
Geography,45.02,2.97,6.9,16.25
Biology,86.31,3.07,0.01,1.0
Literature,64.21,4.32,1.36,3.45
Geography,56.79,1.88,0.55,1.0
Math,110.02,2.29,4.25,9.5
CS,38.89,4.6,0.16,1.0
Math,52.93,2.33,2.42,5.43
History,35.35,1.68,1.05,1.0
CS,79.05,5.0,0.43,1.12
Geography,93.78,2.11,4.43,9.75
Chemistry,93.4,3.68,0.74,1.82
Biology,84.48,3.57,0.76,1.86
Chemistry,56.05,1.0,0.97,1.0
Geography,52.7,3.23,2.65,6.35
History,26.58,3.95,3.23,8.06
Math,100.72,3.85,0.05,1.0
CS,69.38,4.4,0.83,2.11
Chemistry,50.16,3.11,1.69,4.02
Geography,86.56,4.21,1.21,3.05
Chemistry,40.54,2.81,6.47,15.07
Geography,68.13,2.09,4.65,10.22
Math,56.55,2.2,2.95,6.55
CS,72.77,2.04,1.24,2.71
Biology,58.73,4.51,3.62,9.25
Math,30.98,1.99,5.57,1.0
Chemistry,61.51,3.77,2.71,6.7
Biology,80.98,3.23,4.6,11.02
Geography,59.42,3.4,4.15,10.05
Biology,75.5,4.86,2.54,6.57
Geography,39.09,3.06,1.12,2.65
Math,59.47,4.11,4.11,10.33
Chemistry,47.51,3.54,0.7,1.71
History,74.94,3.35,4.54,10.96
Chemistry,60.63,5.0,4.9,12.74
Geography,73.8,2.06,5.18,11.35
Physics,81.75,4.79,1.92,4.96
CS,73.83,4.16,0.64,1.61
Literature,65.46,3.02,0.32,1.0
History,40.04,5.0,4.08,10.61
Biology,59.94,1.65,6.52,1.0
History,49.34,2.98,3.16,7.45
CS,53.12,2.29,0.47,1.05
Biology,52.51,3.91,8.2,20.41
CS,40.4,2.39,13.56,30.58
Biology,20.85,3.93,1.7,4.24
History,46.64,3.31,2.71,6.52
Biology,63.87,3.02,4.5,10.63
Biology,33.04,3.89,4.0,9.95
Physics,60.31,3.23,10.31,24.7
Chemistry,98.01,2.41,0.37,1.0
Chemistry,80.46,5.0,2.61,6.79
Literature,92.87,3.01,3.53,8.34
Literature,67.82,1.28,6.62,1.0
Geography,83.35,2.66,6.22,14.33
Geography,45.52,2.23,11.45,25.48
Geography,47.11,4.33,2.15,5.46
Physics,5.22,3.82,5.33,13.21
Literature,83.72,3.9,1.67,4.15
CS,90.81,3.13,1.65,3.93
Geography,48.94,3.22,0.88,2.11
Geography,54.92,3.13,5.12,12.19
History,44.92,3.42,12.77,30.95
Math,67.65,4.34,0.89,2.26
CS,82.5,3.84,0.17,1.0
Geography,25.14,4.0,5.07,12.68
Geography,68.19,4.0,2.9,7.25
Geography,54.47,4.38,9.63,24.49
Math,62.27,3.79,0.87,2.15
Math,69.18,3.86,0.22,1.0
Physics,56.24,4.69,2.03,5.22
CS,57.93,2.83,0.27,1.0
Physics,55.72,2.64,0.91,2.09
Biology,79.41,2.31,0.4,1.0
Math,68.38,3.68,0.76,1.87
History,64.41,1.65,0.34,1.0
Literature,34.58,3.96,9.23,23.03
History,52.43,3.39,0.98,2.37
Literature,77.97,4.63,1.76,4.52
Math,60.75,2.83,6.87,16.02
Math,73.19,3.3,3.39,8.16
Math,95.33,4.62,2.89,7.42
Physics,80.77,4.88,3.67,9.51
CS,61.86,2.82,5.3,12.35
Literature,49.78,3.68,6.3,15.5
CS,8.93,3.79,3.09,7.64
Physics,56.63,3.87,6.62,16.44
Physics,53.48,3.24,2.3,5.51
Chemistry,67.81,4.78,0.97,2.5
History,56.92,1.61,6.36,1.0
History,53.59,3.08,2.34,5.55
Biology,24.41,3.95,7.1,17.71
Geography,41.2,3.96,0.12,1.0
Physics,69.53,4.85,1.52,3.93
Literature,94.32,4.7,8.86,22.81
Chemistry,58.05,3.21,0.86,2.06
Chemistry,66.56,4.8,8.52,22.01
Geography,79.05,2.79,9.23,21.46
CS,43.78,4.43,6.41,16.33
Geography,67.34,5.0,2.49,6.47
Geography,45.19,4.71,3.12,8.03
Geography,77.3,3.61,6.11,14.97
History,63.03,3.17,4.49,10.72
Physics,65.97,1.97,2.98,1.0
Biology,44.35,3.81,12.1,29.97
Physics,74.14,2.38,3.47,7.82
CS,101.69,2.71,11.13,25.73
Math,39.84,2.31,0.18,1.0
Geography,53.2,3.04,0.45,1.06
Physics,64.63,3.47,1.8,4.38
CS,75.73,3.77,1.46,3.61
Math,48.81,2.9,4.58,10.73
Math,3.34,4.57,0.53,1.36
Geography,87.18,3.29,11.2,26.93
Biology,75.21,2.71,1.14,2.64
Literature,25.14,3.73,1.68,4.14
History,47.85,5.0,0.96,2.5
Physics,91.36,3.84,2.6,6.45
Math,88.96,3.14,0.18,1.0
Physics,78.77,1.97,0.49,1.0
Literature,56.48,3.28,4.11,9.88
History,61.66,3.73,0.62,1.53
Literature,57.38,3.11,0.81,1.93
History,82.56,1.83,4.72,1.0
Chemistry,42.48,2.65,0.29,1.0
History,43.88,4.95,1.73,4.49
Geography,80.21,4.93,0.07,1.0
Biology,59.11,2.61,1.28,2.94
Literature,87.57,4.17,3.6,9.07
Math,46.57,2.32,0.28,1.0
Geography,58.9,4.9,6.58,17.05
Chemistry,41.55,3.75,7.21,17.8
Biology,60.15,4.45,0.33,1.0
Physics,30.43,1.78,14.04,1.0
Geography,50.25,4.18,1.06,2.67
Literature,31.27,3.49,0.26,1.0
CS,73.88,4.35,0.02,1.0
CS,74.33,4.41,1.58,4.02
Math,25.39,3.57,2.98,7.29
History,86.68,2.9,1.21,2.84
Math,109.95,4.28,5.44,13.77
CS,60.92,3.44,3.78,9.17
Physics,47.18,2.63,1.29,2.96
Chemistry,116.49,2.58,3.98,9.11
Chemistry,33.62,2.02,8.46,18.48
Literature,60.4,2.99,0.29,1.0
Chemistry,63.59,4.6,1.1,2.82
Literature,86.9,3.68,1.87,4.6
Geography,67.19,2.97,2.07,4.88
Literature,50.03,4.3,2.34,5.93
Geography,40.98,2.67,1.07,2.47
Literature,53.16,3.6,3.3,8.08
CS,39.86,3.32,3.11,7.49
CS,60.96,4.28,2.59,6.56
History,48.72,1.92,0.36,1.0
Geography,30.12,2.65,1.94,4.47
Biology,85.1,1.86,1.32,1.0
Geography,50.05,3.24,2.03,4.87
Literature,34.64,4.71,7.65,19.7
Literature,56.63,2.99,1.96,4.62
Biology,61.37,2.99,0.04,1.0
Math,25.07,4.37,1.73,4.4
Literature,66.63,4.57,5.16,13.22
History,39.06,3.41,4.54,11.0
Chemistry,94.22,4.18,2.16,5.45
Chemistry,70.48,2.42,0.86,1.94
Physics,52.0,4.88,1.88,4.87
Physics,45.1,5.0,2.49,6.47
Chemistry,57.9,4.02,26.88,67.26
Chemistry,72.26,1.42,3.1,1.0
CS,59.49,2.94,3.56,8.37
History,55.66,4.11,2.03,5.1
Biology,61.17,3.08,1.31,3.11
Physics,47.92,4.77,5.03,12.98
CS,53.14,4.09,2.05,5.15
CS,18.28,2.79,15.71,36.53
Biology,79.47,3.53,1.83,4.46
CS,65.98,2.61,0.21,1.0
Geography,44.53,3.32,3.44,8.29
History,97.97,2.95,0.14,1.0
Chemistry,61.74,4.67,0.87,2.24
Literature,39.28,5.0,1.31,3.41
Biology,77.13,2.07,4.04,8.86
Chemistry,67.96,1.58,2.05,1.0
Chemistry,67.89,3.25,0.09,1.0
Math,51.48,1.98,2.88,1.0
Geography,69.01,3.55,1.59,3.88
Biology,54.76,4.25,7.65,19.34
CS,71.12,4.99,2.08,5.41
Literature,21.9,3.7,3.7,9.11
Biology,51.32,3.31,0.74,1.78
CS,94.44,1.52,4.29,1.0
Chemistry,44.66,3.53,3.83,9.34
Literature,47.92,3.57,7.03,17.19
CS,51.04,4.14,0.1,1.0
History,35.7,2.79,1.78,4.14
CS,15.83,3.06,3.41,8.08
Math,55.39,2.02,0.3,1.0
Geography,62.72,1.21,1.59,1.0
Chemistry,58.95,2.39,8.55,19.28
CS,57.1,1.93,1.72,1.0
Geography,60.86,3.84,12.68,31.45
Physics,80.46,2.98,0.18,1.0
Physics,56.19,2.96,3.8,8.94
Geography,48.52,2.52,2.61,5.95
Geography,54.38,1.0,2.08,1.0
Math,71.59,5.0,10.61,27.59
History,88.24,2.5,0.42,1.0
Chemistry,47.44,3.09,6.79,16.12
Biology,61.98,2.05,3.53,7.73
Math,66.77,4.47,0.9,2.3
History,40.15,3.64,6.96,17.08
Geography,60.41,2.67,1.68,3.87
Biology,30.69,3.11,5.05,12.01
Geography,24.62,5.0,1.48,3.85
Geography,67.33,3.43,5.71,13.85
Physics,52.32,3.32,3.04,7.32
Physics,64.05,2.56,0.46,1.05
Biology,59.64,1.61,3.15,1.0
Math,40.47,3.34,0.64,1.54
Physics,59.09,3.83,1.59,3.94
Chemistry,35.34,4.6,0.56,1.44
Geography,87.82,1.25,0.07,1.0
Literature,32.88,2.37,0.71,1.6
CS,56.08,2.92,2.31,5.42
Biology,39.15,3.5,1.97,4.8
Biology,71.41,3.35,2.09,5.04
Physics,53.37,3.38,0.85,2.06
Math,49.63,3.91,3.47,8.64
Geography,77.06,2.6,3.65,8.37
Chemistry,60.59,4.43,1.33,3.39
Math,70.33,3.93,6.39,15.92
History,40.37,3.18,3.1,7.4
History,31.9,5.0,3.75,9.75
Literature,62.14,5.0,0.97,2.52
Physics,53.62,4.43,0.0,1.0
Physics,72.53,1.0,6.02,1.0
Physics,58.4,5.0,5.19,13.49
Literature,64.1,4.29,0.39,1.0
History,27.53,5.0,1.41,3.67
Math,97.77,4.74,3.25,8.38
Literature,56.72,5.0,3.17,8.24
Literature,73.95,4.38,5.91,15.03
Math,43.28,4.85,0.45,1.16
Physics,66.16,5.0,1.69,4.39
Chemistry,33.94,3.72,0.31,1.0
Math,69.04,1.93,1.48,1.0
History,52.88,3.19,0.05,1.0
Biology,60.58,3.89,6.86,17.06
Geography,73.96,3.57,2.25,5.5
Biology,35.35,2.25,5.69,12.68
CS,46.31,1.87,0.19,1.0
CS,69.15,2.76,0.77,1.79
Literature,101.96,4.31,0.9,2.28
Geography,57.24,5.0,1.47,3.82
Biology,71.82,4.42,4.87,12.4
Chemistry,57.86,4.56,1.47,3.76
Physics,98.84,3.42,0.69,1.67
History,25.06,1.76,0.2,1.0
CS,61.89,3.04,0.25,1.0
Chemistry,27.49,3.24,4.28,10.26
History,9.87,3.0,1.77,4.18
History,65.95,3.55,3.89,9.5
Physics,62.79,3.94,3.44,8.57
Geography,54.3,4.35,0.44,1.12
Literature,57.88,3.22,0.46,1.1
Biology,121.97,1.6,4.22,1.0
Physics,54.84,3.02,3.83,9.05
Chemistry,70.2,3.54,1.42,3.47
Literature,47.01,4.72,0.24,1.0
Chemistry,65.9,2.93,0.04,1.0
Literature,55.24,4.01,1.02,2.55
Geography,51.79,3.79,0.03,1.0
CS,96.38,3.54,0.78,1.9
Chemistry,83.54,4.43,1.63,4.15
Physics,62.73,2.84,0.39,1.0
Literature,13.92,2.92,0.33,1.0
Literature,52.78,3.49,6.8,16.55
History,114.06,2.86,2.64,6.17
History,55.39,4.01,8.18,20.46
Math,82.06,2.79,1.27,2.95
Chemistry,88.84,3.73,3.39,8.36
History,64.38,3.4,0.69,1.67
Math,43.16,3.71,2.89,7.12
CS,11.29,3.04,0.42,1.0
CS,73.68,3.16,0.01,1.0
History,43.7,3.6,8.04,19.69
Chemistry,63.52,3.7,2.43,5.98
Literature,35.0,3.5,7.85,19.11
Biology,54.7,5.0,1.22,3.17
Geography,60.67,2.51,1.19,2.71
Chemistry,65.37,3.44,1.54,3.74
Geography,37.7,1.93,3.67,1.0
Physics,83.94,3.87,2.5,6.21
CS,48.06,2.38,7.79,17.55
History,26.51,3.22,0.08,1.0
History,57.82,3.13,3.7,8.81
Geography,60.69,3.78,1.2,2.97
Literature,63.21,2.95,0.6,1.41
Geography,87.24,2.9,2.14,5.02
Physics,55.27,4.94,2.11,5.48
Literature,57.61,3.78,0.44,1.09
Physics,37.94,2.94,0.68,1.6
Biology,76.41,3.25,1.57,3.77
CS,63.69,5.0,1.58,4.11
History,51.6,3.26,1.15,2.76
History,21.91,2.81,0.48,1.12
Biology,88.89,2.82,0.01,1.0
Math,35.45,2.95,10.54,24.79
CS,48.17,2.91,8.62,20.22
Literature,67.17,2.22,1.98,4.4
Biology,36.07,2.38,15.93,35.89
Literature,30.13,2.67,3.36,7.74
Geography,17.52,4.09,0.21,1.0
Chemistry,74.42,3.12,0.38,1.0
History,49.1,3.29,7.43,17.87
Literature,118.55,4.77,2.98,7.69
Physics,40.11,4.8,5.56,14.36
Literature,41.57,3.22,6.86,16.42
Chemistry,48.69,2.87,1.78,4.16
CS,64.86,2.64,0.15,1.0
History,50.6,4.19,0.63,1.59
Geography,72.25,3.3,0.21,1.0
Biology,40.43,3.11,0.63,1.5
Geography,32.37,2.69,1.59,3.67
Chemistry,24.04,2.73,0.38,1.0
History,15.53,3.82,0.55,1.36
Literature,49.64,2.18,1.77,3.92
CS,53.98,4.49,1.25,3.19
Math,47.37,2.97,1.89,4.45
CS,84.87,3.35,1.68,4.05
Math,84.56,2.16,3.1,6.86
Physics,53.3,3.49,8.3,20.2
CS,24.12,3.17,0.34,1.0
History,48.67,3.45,0.31,1.0
Math,48.0,4.97,5.75,14.94
Biology,46.86,3.68,2.12,5.21
History,46.05,2.71,4.36,10.08
Biology,46.93,2.79,0.73,1.7
CS,52.27,4.1,5.3,13.31
Biology,47.29,4.8,7.73,19.97
Math,64.17,3.78,3.03,7.49
History,67.21,4.19,0.34,1.0
Literature,41.79,4.11,6.77,17.01
Chemistry,85.42,4.92,4.72,12.24
Math,40.4,1.55,4.17,1.0
Math,27.64,4.17,0.11,1.0
Literature,67.62,4.48,4.81,12.28
History,43.65,2.16,0.45,1.0
History,66.43,2.61,0.75,1.72
Geography,11.93,2.65,2.58,5.94
CS,87.85,2.77,0.92,2.14
Biology,73.45,3.02,3.25,7.68
CS,29.99,3.74,2.81,6.93
Literature,30.42,4.37,0.34,1.0
CS,93.45,4.58,3.2,8.2
Literature,45.25,2.66,7.73,17.8
History,43.32,2.66,0.53,1.22
Biology,14.68,4.82,2.73,7.06
CS,52.98,4.15,1.26,3.17
Math,55.45,3.58,1.85,4.53
Physics,74.31,3.97,1.01,2.52
Geography,32.02,3.47,1.31,3.18
Chemistry,29.59,4.02,0.09,1.0
Math,69.02,3.16,11.98,28.57
History,80.13,3.77,2.94,7.27
Chemistry,28.58,1.99,2.08,1.0
Physics,81.63,2.81,1.45,3.38
Physics,60.75,2.82,2.33,5.43
Biology,81.84,3.13,1.43,3.4
Chemistry,58.6,2.57,1.34,3.07
Biology,9.55,2.97,1.87,4.4
Math,56.96,1.99,0.97,1.0
Literature,81.2,4.05,0.6,1.5
Literature,42.13,3.42,2.44,5.91
Literature,52.24,1.79,5.55,1.0
Chemistry,56.48,2.67,0.5,1.15
Literature,2.01,3.84,0.1,1.0
Math,93.43,2.96,0.85,2.0
Biology,41.97,2.8,11.69,27.2
Chemistry,70.11,3.43,5.29,12.83
Biology,58.27,3.84,2.72,6.75
Chemistry,85.15,2.06,7.95,17.43
Biology,68.12,4.05,1.77,4.44
Physics,55.3,2.7,12.27,28.35
Biology,42.13,3.48,1.05,2.55
Literature,75.96,3.46,0.82,1.99
Physics,22.53,2.97,3.05,7.18
Biology,72.92,2.48,1.43,3.25
Chemistry,38.02,3.21,2.95,7.06
Chemistry,85.05,5.0,1.09,2.83
Geography,63.23,2.14,2.89,6.38
Chemistry,72.88,5.0,0.97,2.52
History,61.64,3.24,0.16,1.0
Math,24.95,3.54,7.3,17.82
Chemistry,42.79,2.41,6.44,14.55
Physics,73.45,2.73,10.6,24.54
Geography,63.33,3.0,3.78,8.92
Chemistry,83.62,2.45,3.44,7.79
History,68.07,3.29,2.46,5.92
Literature,40.67,3.09,0.4,1.0
Physics,44.08,5.0,0.63,1.64
History,62.06,2.33,1.03,2.31
Literature,13.72,3.6,6.63,16.24
CS,93.47,3.75,0.57,1.41
CS,68.83,2.43,7.69,17.4
Physics,84.54,4.19,2.22,5.6
Biology,28.39,3.1,3.77,8.96
Math,84.89,1.01,0.35,1.0
Geography,104.63,4.16,0.94,2.37
Math,33.58,2.38,9.55,21.52
History,75.43,2.45,0.93,2.11
Literature,60.02,4.19,1.06,2.67
Math,29.11,3.15,0.66,1.57
Literature,69.86,4.42,0.41,1.04
Literature,76.67,4.71,0.8,2.06
History,47.98,2.86,3.08,7.2
History,83.32,4.29,1.82,4.61
History,26.66,2.74,2.42,5.61
Math,30.1,5.0,0.39,1.01
CS,62.73,2.81,4.86,11.32
History,60.51,4.53,4.6,11.77
Geography,45.67,4.34,0.07,1.0
Math,76.19,3.82,1.45,3.59
History,70.62,2.83,0.21,1.0
Chemistry,77.16,3.35,4.71,11.37
Literature,57.54,1.35,4.01,1.0
Geography,72.05,3.72,6.97,17.18
History,51.09,3.85,0.81,2.01
Physics,101.08,3.63,1.83,4.49
Literature,43.75,1.0,0.61,1.0
Literature,102.11,2.23,1.39,3.09
History,60.7,2.75,2.22,5.15
CS,32.49,3.79,0.16,1.0
Biology,87.36,3.79,3.76,9.3
CS,62.52,3.33,2.35,5.66
History,77.02,4.14,5.3,13.34
Literature,84.48,2.47,0.95,2.16
Geography,66.76,4.11,7.01,17.62
Physics,48.16,3.97,19.92,49.73
Geography,79.51,3.88,7.55,18.76
Geography,60.02,3.32,4.51,10.87
Literature,73.72,5.0,5.02,13.05
CS,16.93,3.99,2.56,6.4
Physics,68.94,2.53,0.63,1.44
Math,47.23,3.75,3.39,8.37
Chemistry,93.07,4.25,3.74,9.46
Literature,72.46,2.91,12.68,29.74
History,64.8,4.59,2.34,6.0
Math,69.73,3.88,0.95,2.36
Chemistry,40.03,1.16,3.45,1.0
History,92.47,3.8,11.64,28.81
Geography,99.83,3.09,0.59,1.4
Biology,67.86,4.04,1.18,2.96
History,91.81,4.44,2.34,5.96
Physics,48.62,3.7,0.56,1.38
Physics,44.06,5.0,0.07,1.0
Biology,60.82,3.32,1.23,2.96
Math,68.7,4.12,6.02,15.13
Chemistry,52.12,4.3,0.13,1.0
History,70.76,3.4,1.68,4.07
Physics,66.13,4.28,4.31,10.91
Math,40.03,2.91,9.18,21.53
Biology,70.38,3.08,12.7,30.13
CS,77.27,2.19,1.64,3.64
Literature,63.43,3.74,9.01,22.23
CS,83.05,3.83,0.11,1.0
CS,35.65,4.68,4.11,10.57
Physics,69.36,4.29,3.09,7.83
Geography,36.59,3.22,0.86,2.06
Geography,37.72,2.32,2.12,4.75
Biology,47.38,3.93,0.42,1.05
History,41.16,4.61,6.16,15.81
Geography,49.04,4.26,1.33,3.36
CS,55.72,4.58,2.95,7.56
Geography,76.74,3.29,0.52,1.25
CS,53.58,3.03,0.69,1.63
Chemistry,28.29,2.76,14.47,33.58
Physics,82.8,3.44,4.2,10.19
Physics,43.26,3.42,9.81,23.78
History,58.83,3.71,1.05,2.59
Geography,68.93,3.37,0.54,1.3
Geography,63.99,3.37,2.1,5.07
Literature,81.88,2.72,2.05,4.74
Math,69.58,4.44,0.58,1.48
Chemistry,42.77,3.58,3.96,9.69
Physics,103.57,3.33,1.35,3.25
Chemistry,63.89,2.75,0.62,1.44
Physics,57.05,2.17,1.21,2.68
Chemistry,79.28,4.81,2.49,6.43
Biology,64.99,4.05,3.89,9.75
CS,67.98,1.88,1.97,1.0
Physics,109.84,4.26,2.24,5.67
Chemistry,54.5,4.42,0.45,1.15
Geography,53.64,3.62,7.38,18.09
Math,62.33,5.0,7.92,20.59
Biology,81.43,3.72,3.45,8.5
Biology,29.87,2.08,0.05,1.0
Math,20.69,3.87,2.31,5.74
Chemistry,48.26,3.74,2.98,7.35
Geography,27.32,2.9,15.69,36.77
History,51.5,4.07,16.62,41.69
Math,70.05,1.83,5.85,1.0
Chemistry,42.19,4.49,0.2,1.0
Math,31.46,2.62,9.19,21.1
Math,61.39,2.52,2.85,6.49
Physics,77.25,3.39,4.84,11.71
Chemistry,26.1,3.93,1.57,3.91
History,76.4,3.66,1.16,2.85
CS,76.35,2.76,1.87,4.34
Physics,79.08,2.99,0.48,1.13
Math,84.37,2.37,1.33,2.99
CS,104.04,3.28,5.85,14.06
Literature,52.88,4.58,0.12,1.0
CS,62.19,3.5,0.49,1.19
Math,51.67,4.36,0.4,1.02
Math,60.04,4.96,1.55,4.02
Geography,90.66,2.91,17.41,40.83
Chemistry,33.1,3.31,0.57,1.37
Chemistry,42.78,5.0,0.47,1.22
Physics,87.54,4.94,7.4,19.2
History,80.4,1.83,6.41,1.0
Physics,52.74,3.89,0.1,1.0
Biology,77.09,3.5,4.18,10.18
Math,66.82,4.33,3.2,8.12
CS,90.01,2.76,4.38,10.16
Literature,61.49,2.66,2.05,4.72
Math,80.51,2.82,14.26,33.23
Math,112.84,2.93,0.13,1.0
Physics,71.96,4.32,0.8,2.03
Literature,60.99,2.32,1.52,3.41
Literature,74.45,2.88,1.79,4.19
Literature,52.69,1.71,7.63,1.0
Physics,107.76,4.51,2.46,6.29
Math,63.6,4.77,0.14,1.0
Physics,54.54,3.17,1.57,3.75
Chemistry,43.29,3.2,1.62,3.87
Chemistry,81.94,3.95,10.1,25.19
Physics,77.34,4.97,2.74,7.12
Literature,50.05,3.91,3.03,7.54
Geography,71.53,2.8,3.75,8.73
Math,29.83,1.88,4.41,1.0
Physics,63.7,2.38,3.02,6.8
Physics,69.06,3.57,0.81,1.98
Physics,94.15,2.84,6.22,14.52
Geography,44.58,3.69,3.95,9.72
Geography,34.43,2.95,4.06,9.55
Biology,42.09,2.44,17.01,38.51
Chemistry,33.27,2.32,4.87,10.92
CS,86.73,5.0,5.3,13.78
Literature,90.97,4.39,9.07,23.07
History,66.4,5.0,0.49,1.27
Geography,84.43,4.04,2.07,5.18
CS,62.68,3.07,2.61,6.19
Geography,58.1,4.82,1.2,3.1
Literature,53.34,3.47,5.49,13.34
History,53.79,3.72,4.31,10.62
Biology,29.04,3.46,3.83,9.3
Physics,65.29,1.0,17.58,1.0
Biology,59.19,5.0,0.9,2.34
Geography,74.91,3.99,3.99,9.97
Biology,61.87,3.83,2.4,5.95
CS,56.75,3.44,1.13,2.74
Math,42.58,3.66,0.53,1.3
Geography,61.44,2.9,6.79,15.91
Geography,74.76,4.12,2.71,6.81
CS,37.13,2.19,5.23,11.6
Chemistry,61.75,3.69,2.36,5.81
History,64.66,4.06,0.75,1.88
Physics,45.64,3.3,1.24,2.98
CS,48.24,3.87,1.44,3.58
History,64.61,2.51,10.83,24.66
Literature,37.33,2.53,0.02,1.0
History,67.0,3.74,12.74,31.44
Literature,42.09,4.18,11.81,29.77
CS,81.26,1.63,16.68,1.0
Geography,106.76,4.02,1.94,4.85
Geography,42.78,2.96,9.96,23.44
Chemistry,70.68,3.31,1.51,3.64
CS,45.47,2.16,0.08,1.0
Literature,80.82,2.65,0.76,1.75
History,34.69,4.47,8.72,22.25
History,69.61,3.53,0.04,1.0
Literature,42.54,3.12,2.37,5.64
Biology,55.86,3.38,0.24,1.0
Chemistry,39.38,3.99,1.01,2.52
Math,76.45,3.94,0.28,1.0
Geography,43.26,3.42,5.89,14.28
Physics,71.04,4.59,2.68,6.87
History,53.12,4.47,6.97,17.79
Physics,57.71,3.91,3.5,8.71
Math,62.96,3.55,10.62,25.93
CS,44.76,4.16,2.14,5.39
Physics,64.21,3.81,3.05,7.55
Math,90.61,4.56,2.58,6.61
Geography,44.44,4.4,1.99,5.06
Literature,83.44,2.48,5.61,12.74
Biology,89.96,2.41,3.1,7.0
Geography,43.68,2.8,4.85,11.29
History,30.9,4.48,4.63,11.82
Math,66.04,1.92,0.64,1.0
Physics,49.05,3.89,3.15,7.83
History,97.37,3.86,0.67,1.66
Biology,60.7,4.66,2.63,6.76
Literature,43.96,3.68,3.39,8.34
CS,37.06,2.16,17.67,39.08
History,81.8,2.54,0.09,1.0
CS,48.58,2.32,0.29,1.0
Math,60.88,2.96,0.24,1.0
Biology,79.12,3.32,1.52,3.66
Physics,50.31,2.33,5.17,11.6
Biology,59.08,4.97,5.57,14.47
Biology,59.67,2.17,4.01,8.88
Chemistry,73.67,4.85,6.82,17.65
Biology,71.81,4.69,1.17,3.01
Biology,55.6,4.4,0.28,1.0
Geography,61.27,2.81,0.18,1.0
History,52.56,3.84,5.73,14.21
Physics,30.45,2.22,3.93,8.74
Geography,65.15,4.41,3.6,9.17
Geography,97.84,3.43,1.25,3.03
History,42.33,3.09,1.43,3.4
History,44.54,2.28,9.52,21.27
Math,42.59,1.02,0.2,1.0
History,74.49,2.46,4.46,10.11
Chemistry,68.97,4.61,1.11,2.85
Chemistry,56.83,3.1,0.12,1.0
Geography,41.64,3.33,4.07,9.81
CS,61.85,4.16,1.21,3.05
Math,28.71,5.0,3.84,9.98
CS,62.87,4.83,3.69,9.54
CS,77.43,2.53,2.3,5.24
Geography,34.98,1.56,4.51,1.0
Literature,29.35,5.0,2.61,6.79
Geography,91.59,5.0,1.01,2.63
Physics,47.76,3.69,3.97,9.77
Physics,82.72,2.23,2.67,5.94
History,56.92,4.46,0.04,1.0
History,56.76,3.39,6.96,16.84
Literature,68.77,3.39,2.37,5.73
History,42.32,4.39,6.09,15.49
Physics,62.65,3.83,6.43,15.94
CS,52.37,2.31,1.77,3.96
Geography,33.59,3.18,2.13,5.09
Biology,66.75,4.16,1.61,4.06
Chemistry,54.73,4.01,1.79,4.48
Biology,56.86,3.76,6.77,16.72
Biology,35.8,4.43,4.66,11.87
Physics,91.83,3.14,0.41,1.0
Biology,77.53,3.68,2.83,6.96
Geography,79.28,1.0,16.5,1.0
Literature,53.89,3.05,2.72,6.44
Math,25.42,4.26,4.62,11.69
History,99.06,3.11,4.4,10.46
Math,58.78,3.03,1.29,3.05
CS,45.02,2.46,1.39,3.15
Geography,68.34,4.5,3.86,9.86
Geography,83.34,4.05,2.08,5.21
Chemistry,59.54,4.33,2.54,6.45
Geography,85.57,1.77,3.74,1.0
History,81.66,3.34,4.51,10.88
Geography,38.47,3.22,0.95,2.27
Biology,46.52,3.22,0.48,1.15
Chemistry,79.15,2.88,1.04,2.43
History,5.75,3.15,2.13,5.08
Literature,57.01,4.35,1.26,3.2
Literature,31.38,1.59,2.52,1.0
Literature,50.47,5.0,0.16,1.0
Literature,54.02,3.98,2.14,5.34
Biology,52.84,3.46,1.38,3.35
Geography,48.95,4.41,2.3,5.86
Math,38.06,2.05,1.65,3.61
History,105.84,2.84,1.0,2.33
Biology,97.35,3.38,7.03,17.0
